Date	AtrStop	BuyStop	SellStop
2025-12-04T02:30:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T03:00:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T03:30:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T04:00:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T04:30:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T05:00:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T05:30:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T06:00:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T06:30:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T07:00:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T07:30:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T08:00:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T08:30:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T09:00:00.0000000	3155.20288119024		3155.20288119024
2025-12-04T09:30:00.0000000	3155.20288119024		3155.20288119024
